isbn,original_publication_year,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,author,description,page_count
1606840592,2010.0,"Raised by Wolves (Raised by Wolves, #1)",3.94,24936,816,1764,5358,7845,9832,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jennifer Lynn Barnes,"Adopted by the Alpha of a werewolf pack after a rogue wolf brutally killed her parents right before her eyes, fifteen-year-old Bryn knows only pack life, and the rigid social hierarchy that controls it.  That doesn't mean that she's averse to breaking a rule or two.  

But when her curiosity gets the better of her and she discovers Chase, a new teen locked in a cage in her guardian's basement, and witnesses him turn into a wolf before her eyes, the horrific memories of her parents' murders return. Bryn becomes obsessed with getting her questions answered, and Chase is the only one who can provide the information she needs.

But in her drive to find the truth, will Bryn push too far beyond the constraints of the pack, forcing her to leave behind her friends, her family, and the identity that she's shaped?",432
312934343,2006.0,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",4.15,27311,192,1067,5616,9921,12685,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Sherrilyn Kenyon,"Also see: Alternate Cover Editions for this ISBN [ACE]  

Half animal, half man, wholly dangerous.

Locked in eternal battle, a Were-Hunter knows everything about peril and pain. But the greatest threat is yet to come...

Susan Michaels was once the hottest reporter on the Beltway Beat until she walked into a setup that ruined her reputation. Now she's working for a small Seattle paper, penning stories about killer moths and alien babies, convinced that her life couldn't get any worse...

That was before an idea for a breaking news piece brings her to a local animal shelter where she ends up listening to her source rant about vampires and gets coerced into adopting a cat despite her allergies. But when her new pet suddenly reveals himself to be a gorgeous - and lethal - shapeshifter, Susan realizes that there's far more at stake than a career-saving by-line.

Born into a world of predators, Were-Hunter Ravyn Kontis was betrayed by those he loved best. Soulless, pitiless, he has spent three hundred years battling the Diamons who seek to subjugate humankind. And with the ultimate battle about to begin, this one very human woman holds the power to shatter both their worlds...",353
451197879,1981.0,Roadwork,3.59,18479,494,2162,6977,5825,4564,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Richard Bachman,"Barton Dawes’ unremarkable but comfortable existence suddenly takes a turn for the worst. Highway construction puts him out of work and simultaneously forces him out of his home. Dawes isn’t the sort of man who will take an insult of this magnitude lying down. His single-minded determination to fight the inevitable course of progress drives his wife and friends away while he tries to face down the uncaring bureaucracy that has destroyed his once comfortable life.

--stephenking.com",320
425204049,2001.0,"Valhalla Rising (Dirk Pitt, #16)",3.92,17260,170,683,4930,7538,5231,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Clive Cussler,"Marine explorer Dirk Pitt must rely on the nautical lore of Jules Verne to stop a ruthless oil baron with his sights set on political power in this #1 New York Times-bestselling series.

In the middle of its maiden voyage, a luxury cruise ship using revolutionary new engines suddenly catches fire and sinks. Its alarms stay silent; its sprinkler system remains inactive. Nearby NUMA special projects director Dirk Pitt notices smoke and races to the rescue. He's too late to save the engineer behind the ship's new technology, but helps the man's daughter, Kelly Egan, escape with her father's work in a leather briefcase.

While Ms. Egan strives to uncover the hidden value in her father's inventions, Pitt is hired on by maritime insurers to investigate the wreckage. Neither are prepared for the mechanical marvels they'll soon be forced to confront. The machines could only be the stuff of legend, described in the tales of Viking explorers or the accounts of Jules Verne. And they may be Pitt and Egan's only hope when an oil tycoon with a plan of his own appears on the scene.

Before journey's end, Pitt will take on a power-mad millionaire, tread upon territory previously known only to Verne's illustrious Captain Nemo, and make shocking discoveries about his own past.",528
60845503,1991.0,The Third Chimpanzee: The Evolution and Future of the Human Animal,4.04,15362,234,621,3210,6547,5757,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jared Diamond,"At some point during the last 100,000 years, humans began exhibiting traits and behavior that distinguished us from other animals, eventually creating language, art, religion, bicycles, spacecraft, and nuclear weapons—all within a heartbeat of evolutionary time. Now, faced with the threat of nuclear weapons and the effects of climate change, it seems our innate tendencies for violence and invention have led us to a crucial fork in our road. Where did these traits come from? Are they part of our species immutable destiny? Or is there hope for our species’ future if we change? 

With fascinating facts and his unparalleled readability, Diamond intended his book to improve the world that today’s young people will inherit. Triangle Square’s The Third Chimpanzee for Young People is a book for future generation and the future they’ll help build.",407
688163181,2008.0,The Given Day (Coughlin #1),4.03,16528,271,820,3610,8450,6585,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Dennis Lehane,"Set in Boston at the end of the First World War, New York Times best-selling author Dennis Lehane's long-awaited eighth novel unflinchingly captures the political and social unrest of a nation caught at the crossroads between past and future. 

The Given Day tells the story of two families—one black, one white—swept up in a maelstrom of revolutionaries and anarchists, immigrants and ward bosses, Brahmins and ordinary citizens, all engaged in a battle for survival and power.

Beat cop Danny Coughlin, the son of one of the city's most beloved and powerful police captains, joins a burgeoning union movement and the hunt for violent radicals. 

Luther Laurence, on the run after a deadly confrontation with a crime boss in Tulsa, works for the Coughlin family and tries desperately to find his way home to his pregnant wife.

Here, too, are some of the most influential figures of the era—Babe Ruth; Eugene O'Neill; leftist activist Jack Reed; NAACP founder W. E. B. DuBois; Mitchell Palmer, Woodrow Wilson's ruthless Red-chasing attorney general; cunning Massachusetts governor Calvin Coolidge; and an ambitious young Department of Justice lawyer named John Hoover.

Coursing through some of the pivotal events of the time—including the Spanish Influenza pandemic—and culminating in the Boston Police Strike of 1919, The Given Day explores the crippling violence and irrepressible exuberance of a country at war with, and in the thrall of, itself. As Danny, Luther, and those around them struggle to define themselves in increasingly turbulent times, they gradually find family in one another and, together, ride a rising storm of hardship, deprivation, and hope that will change all their lives.",704
525951059,2009.0,Long Lost  (Myron Bolitar #9),3.94,17996,142,824,4944,9011,5867,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Harlan Coben,"#1 New York Times bestselling author Harlan Coben’s blistering new Myron Bolitar thriller takes Myron—and his millions of fans—where they have never gone before

Myron Bolitar hasn’t heard from Terese Collins since their torrid affair ended ten years ago, so her desperate phone call from Paris catches him completely off guard. In a shattering admission, Terese reveals the tragic story behind her disappearance—her struggles to get pregnant, the greatest moment of her life when her baby was born…and the fatal accident that robbed her of it all: her marriage, her happiness and her beloved only daughter.

Now a suspect in the murder of her ex-husband in Paris, Terese has nowhere else to turn for help. Myron heeds the call. But then a startling piece of evidence turns the entire case upside down, laying bare Terese’s long-buried family secrets…and the very real possibility that her daughter may still be alive.

In grave danger from unknown assailants in a country where nothing is as it seems, Myron and Terese race to stay a step ahead of Homeland Security, Interpol, and Mossad. Soon they are working at breakneck pace, not only to learn what really happened to Terese’s long-lost little girl— but to uncover a sinister plot with shocking global implications.",374
1430300612,2006.0,My Stroke of Insight: A Brain Scientist's Personal Journey,3.86,14734,259,1378,4614,6702,5556,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jill Bolte Taylor,"Jill Taylor was a 37-year-old Harvard-trained brain scientist when a blood vessel exploded in her brain. Through the eyes of a curious scientist, she watched her mind deteriorate whereby she could not walk, talk, read, write, or recall any of her life. Because of her understanding of the brain, her respect for the cells in her body, and an amazing mother, Jill completely recovered. In My Stroke of Insight, she shares her recommendations for recovery and the insight she gained into the unique functions of the two halves of her brain. When she lost the skills of her left brain, her consciousness shifted away from normal reality where she felt ""at one with the universe."" Taylor helps others not only rebuild their brains from trauma, but helps those of us with normal brains better understand how we can consciously influence the neural circuitry underlying what we think, how we feel and how we react to life's circumstances.",188
1582406847,2007.0,"The Walking Dead, Vol. 06: This Sorrowful Life",4.32,18655,87,323,2434,7020,9668,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Robert Kirkman,"Trapped in a town surrounded by madmen, Rick must find a way out or die trying. Meanwhile, back at the prison, the rest of the survivors come to grips with the fact Rick may be dead, and a major turning point in the series is reached. Collects issues #31-#36.",144
61161535,2006.0,Inés of My Soul,3.9,13539,249,970,4206,6888,5098,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Isabel Allende,"Born into a poor family in Spain, Inés, a seamstress, finds herself condemned to a life of hard work without reward or hope for the future. It is the sixteenth century, the beginning of the Spanish conquest of the Americas, and when her shiftless husband disappears to the New World, Inés uses the opportunity to search for him as an excuse to flee her stifling homeland and seek adventure. After her treacherous journey takes her to Peru, she learns that her husband has died in battle. Soon she begins a fiery love affair with a man who will change the course of her life: Pedro de Valdivia, war hero and field marshal to the famed Francisco Pizarro.

Valdivia's dream is to succeed where other Spaniards have failed: to become the conquerer of Chile. The natives of Chile are fearsome warriors, and the land is rumored to be barren of gold, but this suits Valdivia, who seeks only honor and glory. Together the lovers Inés Suárez and Pedro de Valdivia will build the new city of Santiago, and they will wage a bloody, ruthless war against the indigenous Chileans—the fierce local Indians led by the chief Michimalonko, and the even fiercer Mapuche from the south. The horrific struggle will change them forever, pulling each of them toward their separate destinies.

Inés of My Soul is a work of breathtaking scope: meticulously researched, it engagingly dramatizes the known events of Inés Suárez's life, crafting them into a novel full of the narrative brilliance and passion readers have come to expect from Isabel Allende.",321
1573227951,1997.0,An Instance of the Fingerpost,3.93,17604,515,1210,3896,6605,6571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Iain Pears,"An ingenious tour de force: an utterly compelling historical mystery with a plot that twists and turns and keeps the reader guessing until the very last page.

We are in England in the 1660s. Charles II has been restored to the throne following years of civil war and Cromwell's short-lived republic. Oxford is the intellectual seat of the country, a place of great scientific, religious, and political ferment. A fellow of New College is found dead in suspicious circumstances. A young woman is accused of his murder. We hear the story of the death from four witnesses: an Italian physician intent on claiming credit for the invention of blood transfusion; the son of an alleged Royalist traitor; a master cryptographer who has worked for both Cromwell and the king; and a renowned Oxford antiquarian. Each tells his own version of what happened. Only one reveals the extraordinary truth.

With rights sold for record-breaking sums around the world, An Instance of the Fingerpost is destined to become a major international publishing event. Deserving of comparison to the works of John Fowles and Umberto Eco, Iain Pears's novel is an ingenious tour de force: an utterly compelling historical mystery with a plot that twists and turns and keeps the reader guessing until the very last page.",691
618982507,2012.0,Are You My Mother?,3.66,18618,697,2193,5326,6382,5090,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Alison Bechdel,"A graphic memoir of Alison Bechdel becoming the artist her mother wanted to be.

Alison Bechdel’s Fun Home was a pop culture and literary phenomenon. Now, a second thrilling tale of filial sleuthery, this time about her mother: voracious reader, music lover, passionate amateur actor. Also a woman, unhappily married to a closeted gay man, whose artistic aspirations simmered under the surface of Bechdel's childhood . . . and who stopped touching or kissing her daughter good night, forever, when she was seven. Poignantly, hilariously, Bechdel embarks on a quest for answers concerning the mother-daughter gulf. It's a richly layered search that leads readers from the fascinating life and work of the iconic twentieth-century psychoanalyst Donald Winnicott, to one explosively illuminating Dr. Seuss illustration, to Bechdel’s own (serially monogamous) adult love life. And, finally, back to Mother—to a truce, fragile and real-time, that will move and astonish all adult children of gifted mothers.",290
312992629,2005.0,The Blue Bistro,4.0,16398,156,810,3884,7287,6006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Elin Hilderbrand,"Elin Hilderbrand, author of the enchanting Summer People and The Beach Club, invites you to experience the perfect getaway with her sparkling new novel.

Adrienne Dealey has spent the past six years working for hotels in exotic resort towns. This summer she has decided to make Nantucket home. Left flat broke by her ex-boyfriend, she is desperate to earn some fast money. When the desirable Thatcher Smith, owner of Nantucket's hottest restaurant, is the only one to offer her a job, she wonders if she can get by with no restaurant experience. Thatcher gives Adrienne a crash course in the business...and they share an instant attraction. But there is a mystery about their situation: what is it about Fiona, the Blue Bistro's chef, that captures Thatcher's attention again and again? And why does such a successful restaurant seem to be in its final season before closing its doors for good? Despite her uncertainty, Adrienne must decide whether to open her heart for the first time, or move on, as she always does.

Infused with intimate Nantucket detail and filled with the warmth of passion and the breeze of doubt, The Blue Bistro is perfect summer reading.",356
425142485,1980.0,The Funhouse,3.6,18424,571,2094,6374,5599,4579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Owen  West,"Once there was a girl who ran away and joined a traveling carnival. She married a man she grew to hate—and gave birth to a child she could never love. A child so monstrous that she killed it with her own hands…Twenty-five years later, Ellen Harper has a new life, a new husband, and two normal children—Joey loves monster movies, and Amy is about to graduate from high school. But their mother drowns her secret guilt in alcohol and prayer. The time has come for Amy and Joey to pay for her sins… 

Because Amy is pregnant. 

And the carnival is coming back to town.

With a new afterword by the author",333
074329730X,2006.0,The Speed of Trust: The One Thing that Changes Everything,3.97,13708,315,865,3196,4930,5401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Stephen M.R. Covey,"From Stephen R. Covey's eldest son comes a revolutionary new path towards productivity and satisfaction. Trust, says Stephen M.R. Covey, is the very basis of the new global economy, and he shows how trustand the speed at which it is established with clients, employees and constituents is the essential ingredient for any highperformance, successful organization.  For business leaders and public figures in any arena, The Speed of Trust offers an unprecedented and eminently practical look at exactly how trust functions in our every transaction and relationshipfrom the most personal to the broadest, most indirect interactionand how to establish trust immediately so that you and your organization can forego the timekilling, bureaucratic checkandbalance processes so often deployed in lieu of actual trust.",384
671004549,1998.0,You Belong To Me,3.85,19131,118,864,6230,7507,5298,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mary Higgins Clark,"A killer who targets lonely women on cruise ships is at the center of Mary Higgins Clark's newest thriller ""You Belong to Me,"" a masterful combination of page-turning suspense and classic mystery.

When Dr. Susan Chandler decides to use her daily radio talk show to explore the phenomenon of women who disappear and are later found to have become victims of killers who prey on the lonely and insecure, she has no idea that she is exposing herself -- and those closest to her -- to the very terror that she hopes to warn others against.

Susan sets out to determine who is responsible for an attempt on the life of a woman who called in to the show offering information on the mysterious disappearance from a cruise ship, years before, of Regina Clausen, a wealthy investment advisor. Soon Susan finds herself in a race against time, for not only does the killer stalk these lonely women, but he seems intent on eliminating anyone who can possibly further Susan's investigation.

As her search intensifies, Susan finds herself confronted with the realization that one of the men who have become important figures in her life might actually be the killer. And as she gets closer to uncovering his identity, she realizes almost too late that the hunter has become the hunted, and that she herself is marked for murder.

In its review of her previous novel ""Pretend You Don't See Her,"" the ""Detroit News"" said of Mary Higgins Clark, ""What's amazing...is how expertly [she] manages to keep us hooked time after time, and even better, create new plots, each as fresh as a mountain stream.""

""You Belong to Me"" is Mary Higgins Clark at her thrilling best.",384
553584529,2003.0,"The Killing Hour (Quincy & Rainie, #4)",4.16,17948,84,414,3516,7849,7754,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Lisa Gardner,"Each time he struck, he took two victims. Day after day, he waited for the first body to be discovered--a body containing all the clues the investigators needed to find the second victim, who waited...prey to a slow but certain death. The clock ticked--salvation was possible.

The police were never in time.

Years have passed; but for this killer, time has stood still. As a heat wave of epic proportions descends, the game begins again. Two girls have disappeared...and the clock is ticking.

Rookie FBI agent Kimberly Quincy knows the killer’s deadline can be met. But she’ll have to break some rules to beat an exactingly vicious criminal at a game he’s had time to perfect. 

For the Killing Hour has arrived....",434
345418514,1979.0,"Castle Roogna (Xanth, #3)",3.87,19867,141,998,6395,7721,5957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Piers Anthony,"Millie, a ghost for 800 years wants only one man--Jonathan, and he's a zombie. To prove himself, Magician Dor volunteers to get the potion that can restore Jonathan to full life. But he has to go back through time to do it, to a peril-haunted, ancient Xanth, where danger lurks at every turn....",336
1582344159,2003.0,Hey Nostradamus!,3.72,14645,309,1152,4904,6137,3607,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Douglas Coupland,"Pregnant and secretly married, Cheryl Anway scribbles what becomes her last will and testament on a school binder shortly before a rampaging trio of misfit classmates gun her down in a high school cafeteria. Overrun with paranoia, teenage angst, and religious zeal in the massacre's wake, this sleepy suburban neighborhood declares its saints, brands its demons, and moves on. But for a handful of people still reeling from that horrific day, life remains permanently derailed. Four dramatically different characters tell their stories: Cheryl, who calmly narrates her own death; Jason, the boy no one knew was her husband, still marooned ten years later by his loss; Heather, the woman trying to love the shattered Jason; and Jason's father, Reg, whose rigid religiosity has separated him from nearly everyone he loves. Hey Nostradamus! is an unforgettable portrait of people wrestling with spirituality and with sorrow and its acceptance.",244
802135587,1997.0,Che Guevara: A Revolutionary Life,4.1,13516,299,473,2502,5120,5777,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jon Lee Anderson,"""Acclaimed around the world and a national best-seller, this is the definitive work on Che Guevara, the dashing rebel whose epic dream was to end poverty and injustice in Latin America and the developing world through armed revelation. Jon Lee Anderson's biography traces Che's extraordinary life, from his comfortable Argentine upbringing to the battlefields of the Cuban revolution, from the halls of power in Castro's government to his failed campaign in the Congo and assassination in the Bolivian Jungle.

Anderson has had unprecedented access to the personal archives maintained by Guevara's window and carefully guarded Cuban government documents. He has conducted extensive interviews with Che's comarades-some of whom speak here for the first time-and with CIA men and Bolivian officers who hunted him down. Anderson broke the story of where Guevara's body was buried, which led to the exhumation and stat burial of the bones. Many of the details of Che's life have long been cloaked in secrecy and intrigue. Meticulously researched and full of exclusive information, Che Guevara illuminates as never before this mythic figure who embodied the high-water mark of revolutionary communism as a force in history.""",814
399154345,2007.0,High Noon,3.94,20698,197,1007,5813,8428,7117,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Nora Roberts,"16 hours, 34 minutes 

Police Lieutenant Phoebe MacNamara found her calling at an early age when an unstable man broke into her family's home, trapping and terrorizing them for hours. Now she's Savannah's top hostage negotiator, defusing powderkeg situations with a talent for knowing when to give in-and when to jump in and take action. It's satisfying work-and sometimes those skills come in handy at home dealing with her agoraphobic mother, still traumatized by the break-in after all these years, and her precocious seven-year-old, Carly.

It's exactly that heady combination of steely courage and sensitivity that first attracts Duncan Swift to Phoebe. After observing her coax one of his employees down from a roof ledge, he is committed to keeping this intriguing, take-charge woman in his life. She's used to working solo, but Phoebe's discovering that no amount of negotiation can keep Duncan at arm's length.

And when she's grabbed by a man who throws a hood over her head and brutally assaults her-in her own precinct house-Phoebe can't help but be deeply shaken. Then threatening messages show up on her doorstep, and she's not just alarmed but frustrated. How do you go face-to-face with an opponent who refuses to look you in the eye?

Now, with Duncan backing her up every step of the way, she must establish contact with the faceless tormentor who is determined to make her a hostage to fear . . . before she becomes the final showdown.",480
60885459,1953.0,"The First Four Years  (Little House, #9)",3.88,24180,371,1783,7756,9222,8963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Laura Ingalls Wilder,"Laura Ingalls Wilder is beginning life with her new husband, Almanzo, in their own little house. Laura is a young pioneer wife now, and must work hard with Almanzo, farming the land around their home on the South Dakota prairie. Soon their baby daughter, Rose, is born, and the young family must face the hardships and triumphs encountered by so many American pioneers. 

And so Laura Ingalls Wilder's adventure as a little pioneer girl ends, and her new life as a pioneer wife and mother begins. The nine Little House books have been cherished by generations of readers as both a unique glimpse into America's frontier past and a heartwarming, unforgettable story.",126
743294378,2007.0,"Bones to Ashes (Temperance Brennan, #10)",3.92,19942,161,863,5748,9323,6266,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Kathy Reichs,"For Temperance Brennan the discovery of a young girl's skeleton in Acadia, Canada, is more than just another assignment. Évangéline, Tempe's childhood best friend, was also from Acadia. Named for the character in the Longfellow poem, Évangéline was the most exotic person in Tempe's eight-year-old world. When Évangéline disappeared, Tempe was warned not to search for her, that the girl was ""dangerous."" 

Thirty years later, flooded with memories, Tempe cannot help wondering if this skeleton could be the friend she lost so many years ago. And what is the meaning of the strange skeletal lesions found on the bones of the young girl? 

Meanwhile, Tempe's beau, Ryan, investigates a series of cold cases. Three girls dead. Four missing. Could the New Brunswick skeleton be part of the pattern? As Tempe draws on the latest advances in forensic anthropology to penetrate the past, Ryan hunts down a serial predator.",310
316881791,1963.0,Never Cry Wolf,4.19,17045,233,478,2850,6418,7884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Farley Mowat,"More than a half-century ago the naturalist Farley Mowat was sent to investigate why wolves were killing arctic caribou. Mowat's account of the summer he lived in the frozen tundra alone—studying the wolf population and developing a deep affection for the wolves (who were of no threat to caribou or man)—is today celebrated as a classic of nature writing, at once a tale of remarkable adventures and indelible record of myths and magic of wolves.",246
684859734,2002.0,"Grave Secrets (Temperance Brennan, #5)",3.98,21460,116,699,6159,10006,7322,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Kathy Reichs,"In the searing heat of Guatemala, Dr Temperance Brennan must harden herself against the horrors she excavates.

And then four young girls go missing from Guatemala City.

When a skeleton is found at the back of a rundown hotel, only someone with Tempe's expertise can deduce the identity and cause of death.

But as she searches for answers, her path is blocked at every turn. It is clear that some people will stop at nothing to keep Guatemala's secrets buried.",315
1416543791,2007.0,"The First Commandment (Scot Harvath, #6)",4.22,14833,140,362,2456,6302,7280,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Brad Thor,"Covert counterterrorism agent Scot Harvath awakens find a sadistic assassin with a personal vendetta unleashes horrors on those closest to him. Ordered by the president to stay out of the investigation, Harvath mounts his own operation to uncover the conspiracy and exact revenge. When he discovers a connection between the attacks and a group of prisoners secretly released from Guantanamo, Harvath must ask himself previously unthinkable questions about the organizations and the nation he has spent his life serving.",404
7144350,1908.0,Complete Works of Oscar Wilde,4.45,10835,114,242,1746,5241,10609,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Oscar Wilde,"In print since 1948, this is a single-volume collection of Oscar Wilde's texts. It contains his only novel, The Portrait of Dorian Gray as well as his plays, stories, poems, essays and letters. Illustrated with many photographs, the book includes introductions to each section by Wilde's grandon, Merlin Holoand, Owen Dudley Edwards, Declan Kibertd and Terence Brown. A comprehensive bibliography of works by and about Oscar Wilde together with a chronological table of his life and work are also included.",1270
1595542884,2009.0,"Green: The Beginning and the End (The Circle, #0)",4.03,17315,533,1162,3296,5085,7763,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Ted Dekker,"AS FORETOLD BY ANCIENT PROPHETS, an apocalypse destroyed Earth during the twenty-first century. But two thousand years later Elyon set upon the earth a new Adam. This time, however, He gave humanity an advantage. What was once unseen became seen. It was good and it was called...""Green."" 

But the evil Teeleh bided his time in a Black Forest. 

Then, when least expected, a twenty-four year old named Thomas Hunter fell asleep in our world and woke up in that future Black Forest. A gateway was opened for Teeleh to ravage the land. Devastated by the ruin, Thomas Hunter and his Circle swore to fight the dark scourge until their dying breath. 

But now The Circle has lost hope. Samuel, Thomas Hunter's cherished son, has turned his back on his father. He gathers the dark forces to wage a final war. Thomas is crushed and desperately seeks a way back to our reality to find the one elusive hope that could save them all. 

Enter an apocalyptic story like none you have read. A story with links to our own history so shocking that you will forget you are in another world at all. Welcome to ""GREEN."" Book Zero. 

FOUR NOVELS. TWO WORLDS. ONE STORY.",392
307266761,2008.0,The Museum of Innocence,3.69,12685,785,1664,4030,5480,4641,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Orhan Pamuk,"“It was the happiest moment of my life, though I didn’t know it.” 

So begins the new novel, his first since winning the Nobel Prize, from the universally acclaimed author of Snow and My Name Is Red. 

It is 1975, a perfect spring in Istanbul. Kemal, scion of one of the city’s wealthiest families, is about to become engaged to Sibel, daughter of another prominent family, when he encounters Füsun, a beautiful shopgirl and a distant relation. Once the long-lost cousins violate the code of virginity, a rift begins to open between Kemal and the world of the Westernized Istanbul bourgeosie—a world, as he lovingly describes it, with opulent parties and clubs, society gossip, restaurant rituals, picnics, and mansions on the Bosphorus, infused with the melancholy of decay—until finally he breaks off his engagement to Sibel. But his resolve comes too late. 

For eight years Kemal will find excuses to visit another Istanbul, that of the impoverished backstreets where Füsun, her heart now hardened, lives with her parents, and where Kemal discovers the consolations of middle-class life at a dinner table in front of the television. His obsessive love will also take him to the demimonde of Istanbul film circles (where he promises to make Füsun a star), a scene of seedy bars, run-down cheap hotels, and small men with big dreams doomed to bitter failure. In his feckless pursuit, Kemal becomes a compulsive collector of objects that chronicle his lovelorn progress and his afflicted heart’s reactions: anger and impatience, remorse and humiliation, deluded hopes of recovery, and daydreams that transform Istanbul into a cityscape of signs and specters of his beloved, from whom now he can extract only meaningful glances and stolen kisses in cars, movie houses, and shadowy corners of parks. A last change to realize his dream will come to an awful end before Kemal discovers that all he finally can possess, certainly and eternally, is the museum he has created of his collection, this map of a society’s manners and mores, and of one man’s broken heart.

A stirring exploration of the nature of romantic attachment and of the mysterious allure of collecting, The Museum of Innocence also plumbs the depths of an Istanbul half Western and half traditional—its emergent modernity, its vast cultural history. This is Orhan Pamuk’s greatest achievement.",536
425205959,1936.0,"Cards on the Table (Hercule Poirot, #15)",3.9,19577,112,857,6468,9372,6195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Agatha Christie,"A flamboyant party host is murdered in full view of a roomful of bridge players… Mr Shaitana was famous as a flamboyant party host. Nevertheless, he was a man of whom everybody was a little afraid. So, when he boasted to Poirot that he considered murder an art form, the detective had some reservations about accepting a party invitation to view Shaitana’s private collection. Indeed, what began as an absorbing evening of bridge was to turn into a more dangerous game altogether…",324
307111547,1942.0,Three Little Kittens,4.28,18327,171,571,3390,4067,10150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Masha,"Three little kittens lose, find, soil, and wash their mittens.",20
872861554,1978.0,Tales of Ordinary Madness,4.0,13995,244,748,3392,6625,5564,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Charles Bukowski,"Inspired by D.H. Lawrence, Chekhov and Hemingway, Bukowski's writing is passionate, extreme and has attracted a cult following, while his life was as weird and wild as the tales he wrote. This collection of short stories gives an insight into the dark, dangerous lowlife of Los Angeles that Bukowski inhabited.

From prostitutes to classical music, Bukowski ingeniously mixes high and low culture in his 'tales of ordinary madness'. These are angry yet tender, humorous and haunting portrayals of life in the underbelly of Los Angeles.",238
9626344245,1914.0,The Valley of Fear,3.98,15399,166,902,5123,8345,6967,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Arthur Conan Doyle,"Doyle's final novel featuring the beloved sleuth, Sherlock Holmes, brings the detective and his friend to a country manor where they are preceded by either a murder or a suicide. A secretive organization lies culprit and an infiltration of it is in order.

Duration: 6 hr., 25 min.",7
