title,author,rating,ratingcounts,reviewcounts,description,ISBN,genre,image,pagecount
The Goal: A Process of Ongoing Improvement (Paperback),Eliyahu M. Goldratt,4.05,56672,2231,"Written in a fast-paced thriller style, The Goal is the gripping novel which is transforming management thinking throughout the Western world.Alex Rogo is a harried plant manager working ever more desperately to try and improve performance. His factory is rapidly heading for disaster. So is his marriage. He has ninety days to save his plant—or it will be closed by corporat",9780884271789,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475538019l/113934._SY475_.jpg,384
Never Split the Difference (Hardcover),Chris Voss,4.40,49983,3764,"A former international hostage negotiator for the FBI offers a new, field-tested approach to high-stakes negotiations—whether in the boardroom or at home.After a stint policing the rough streets of Kansas City, Missouri, Chris Voss joined the FBI, where his career as a hostage negotiator brought him face-to-face with a range of criminals, including bank robbers and terrori",9780062407801,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460910517l/26156469.jpg,274
The Intelligent Investor (Paperback),Benjamin Graham,4.24,74021,1918,"More than one million hardcovers soldNow available for the first time in paperback!The Classic Text Annotated to Update Graham's Timeless Wisdom for Today's Market ConditionsThe greatest investment advisor of the twentieth century, Benjamin Graham taught and inspired people worldwide. Graham's philosophy of ""value investing"" -- which shields investors from substantial erro",9780060555665,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409602421l/106835.jpg,623
"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future (Hardcover)",Chris Guillebeau,3.85,49793,1700,"In The $100 Startup, Chris Guillebeau shows you how to lead of life of adventure, meaning and purpose – and earn a good living.   Still in his early thirties, Chris is on the verge of completing a tour of every country on earth – he’s already visited more than 175 nations – and yet he’s never held a “real job” or earned a regular paycheck.  Rather, he has a special genius ",9780307951526,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345666854l/12605157.jpg,268
Getting to Yes: Negotiating Agreement Without Giving In (Paperback),Roger Fisher,3.94,58551,1762,"Describes a method of negotiation that isolates problems, focuses on interests, creates new options, and uses objective criteria to help two parties reach an agreement Amazon.com description: Product Description: Since its original publication nearly thirty years ago, Getting to Yes has helped millions of people learn a better way to negotiate. One of the primary business ",9780140157352,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442289862l/313605._SY475_.jpg,224
"Thinking, Fast and Slow (Hardcover)",Daniel Kahneman,4.16,288785,10534,"In the highly anticipated Thinking, Fast and Slow, Kahneman takes us on a groundbreaking tour of the mind and explains the two systems that drive the way we think. System 1 is fast, intuitive, and emotional; System 2 is slower, more deliberative, and more logical. Kahneman exposes the extraordinary capabilities—and also the faults and biases—of fast thinking, and reveals t",9780374275631,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317793965l/11468377.jpg,499
The Everything Store: Jeff Bezos and the Age of Amazon (Hardcover),Brad Stone,4.15,51261,2740,"The definitive story of Amazon.com, one of the most successful companies in the world, and of its driven, brilliant founder, Jeff Bezos.Amazon.com started off delivering books through the mail. But its visionary founder, Jeff Bezos, wasn't content with being a bookseller. He wanted Amazon to become the everything store, offering limitless selection and seductive convenienc",9780316219266,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365394361l/17660462.jpg,384
Bad Blood: Secrets and Lies in a Silicon Valley Startup (Hardcover),John Carreyrou,4.44,151982,14956,"The full inside story of the breathtaking rise and shocking collapse of a multibillion-dollar startup, by the prize-winning journalist who first broke the story and pursued it to the end in the face of pressure and threats from the CEO and her lawyers.In 2014, Theranos founder and CEO Elizabeth Holmes was widely seen as the female Steve Jobs: a brilliant Stanford dropout w",9781524731656,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702l/37976541.jpg,339
"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future (Hardcover)",Ashlee Vance,4.23,220768,8963,"Elon Musk, the entrepreneur and innovator behind SpaceX, Tesla, and SolarCity, sold one of his internet companies, PayPal, for $1.5 billion. Ashlee Vance captures the full spectacle and arc of the genius's life and work, from his tumultuous upbringing in South Africa and flight to the United States to his dramatic technical innovations and entrepreneurial pursuits. Vance u",9780062301239,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518291452l/25541028.jpg,392
Purple Cow: Transform Your Business by Being Remarkable (Hardcover),Seth Godin,3.77,43514,1341,"The acclaimed Wall Street Journal and Business Week Bestseller.You're either a Purple Cow or you're not. You're either remarkable or invisible. Make your choice. What do Starbucks and JetBlue and KrispyKreme and Apple and DutchBoy and Kensington and Zespri and Hard Candy have that you don't? How do they continue to confound critics and achieve spectacular growth, leaving b",9781591840213,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309203098l/641604.jpg,160
Business Model Generation,Alexander Osterwalder,4.19,41951,669,"Business Model Generation is a practical, inspiring handbook for anyone striving to improve a business model or craft a new one.1) Change the way you think about business modelsBusiness Model Generation will teach you powerful and practical innovation techniques used today by leading companies worldwide. You will learn how to systematically understand, design, and implemen",9782839906173,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384676138l/7723797.jpg,273
The Big Short: Inside the Doomsday Machine (Paperback),Michael   Lewis,4.29,129993,6765,"From the author of The Blind Side and Moneyball, The Big Short tells the story of four outsiders in the world of high-finance who predict the credit and housing bubble collapse before anyone else. The film adaptation by Adam McKay (Anchorman I and II, The Other Guys) features Academy Award® winners Christian Bale, Brad Pitt, Melissa Leo and Marisa Tomei; Academy Award® nom",9780393353150,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446581171l/26889576.jpg,320
Business Adventures,John Brooks,3.82,18027,638,"This business classic written by longtime New Yorker contributor John Brooks is an insightful and engaging look into corporate and financial life in America. What do the $350 million Ford Motor Company disaster known as the Edsel, the fast and incredible rise of Xerox, and the unbelievable scandals at General Electric and Texas Gulf Sulphur have in common? Each is an examp",9780575003491,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405094011l/4191136.jpg,408
The Effective Executive: The Definitive Guide to Getting the Right Things Done (Paperback),Peter F. Drucker,4.09,27266,760,"What makes an effective executive?The measure of the executive, Peter F. Drucker reminds us, is the ability to ""get the right things done."" This usually involves doing what other people have overlooked as well as avoiding what is unproductive. Intelligence, imagination, and knowledge may all be wasted in an executive job without the acquired habits of mind that mold them i",9780060833459,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431792111l/48019._SY475_.jpg,208
Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers (Paperback),Geoffrey A. Moore,3.99,22521,587,"Here is the bestselling guide that created a new game plan for marketing in high-tech industries. Crossing the Chasm has become the bible for bringing cutting-edge products to progressively larger markets. This edition provides new insights into the realities of high-tech marketing, with special emphasis on the Internet. It's essential reading for anyone with a stake in th",9780060517120,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421709292l/61329.jpg,211
The One Minute Manager (Hardcover),Kenneth H. Blanchard,3.91,99162,1647,"For more than twenty years, millions of managers in Fortune 500 companies and small businesses nationwide have followed The One Minute Manager's techniques, thus increasing their productivity, job satisfaction, and personal prosperity. These very real results were achieved through learning the management techniques that spell profitability for the organization and its empl",9780688014292,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348155441l/763362.jpg,111
Linchpin: Are You Indispensable? (Hardcover),Seth Godin,3.84,38950,1902,"""This is what the future of work (and the world) looks like. Actually, it's already happening around you."" — Tony Hsieh, CEO, Zappos.comIn bestsellers such as Purple Cow and Tribes, Seth Godin taught readers how to make remarkable products and spread powerful ideas. But this book is about you—your choices, your future, and your potential to make a huge difference in whatev",9781591843160,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442610563l/7155145._SY475_.jpg,244
Crucial Conversations: Tools for Talking When Stakes Are High (Paperback),Kerry Patterson,4.04,48429,2798,"Learn how to keep your cool and get the results you want when emotions flare.When stakes are high, opinions vary, and emotions run strong, you have three choices: Avoid a crucial conversation and suffer the consequences; handle the conversation badly and suffer the consequences; or read Crucial Conversations and discover how to communicate best when it matters most. Crucia",9780071401944,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497193248l/15014._SY475_.jpg,240
The Girl on the Train (Hardcover),Paula Hawkins,3.92,2040368,109227,"An alternative cover edition for this ISBN can be found here.Rachel catches the same commuter train every morning. She knows it will wait at the same signal each time, overlooking a row of back gardens. She’s even started to feel like she knows the people who live in one of the houses. “Jess and Jason,” she calls them. Their life—as she sees it—is perfect. If only Rachel c",9781594633669,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574805682l/22557272.jpg,325
Gone Girl (Paperback),Gillian Flynn,4.07,2267655,131844,"Marriage can be a real killer.On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne’s fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick’s clever and beautiful wife disappears from their rented McMansion on the Mississippi River. Husband-of-the-Year Nick isn’t doing himself any favors with cringe-worthy ",null,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554086139l/19288043.jpg,415
"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,3.85,1890886,46538,"While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leo",9780307277671,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579621267l/968.jpg,489
"Angels & Demons (Robert Langdon, #1)",Dan Brown,3.90,2619763,28703,World-renowned Harvard symbologist Robert Langdon is summoned to a Swiss research facility to analyze a cryptic symbol seared into the chest of a murdered physicist. What he discovers is unimaginable: a deadly vendetta against the Catholic Church by a centuries-old underground organization -- the Illuminati. In a desperate race to save the Vatican from a powerful time bomb,9781416524793,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558711679l/960.jpg,736
"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,4.24,794896,33912,"Part blistering espionage thriller, part riveting police procedural, and part piercing exposé on social injustice, The Girl Who Played with Fire is a masterful, endlessly satisfying novel.  Mikael Blomkvist, crusading publisher of the magazine Millennium, has decided to run a story that will expose an extensive sex trafficking operation. On the eve of its publication, the ",9780307269980,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351778881l/5060378.jpg,503
"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,4.22,632955,28821,"The stunning third and final novel in Stieg Larsson's internationally best-selling trilogy.Lisbeth Salander - the heart of Larsson's two previous novels - lies in critical condition, a bullet wound to her head, in the intensive care unit of a Swedish city hospital. She's fighting for her life in more ways than one: if and when she recovers, she'll be taken back to Stockhol",9780307269997,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327708260l/6892870.jpg,566
Sharp Objects (Paperback),Gillian Flynn,3.97,647306,43393,"Fresh from a brief stay at a psych hospital, reporter Camille Preaker faces a troubling assignment: she must return to her tiny hometown to cover the murders of two preteen girls. For years, Camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows: a beautiful thirteen-year-old with an eerie grip on the town. Now, installed in ",null,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475695315l/18045891.jpg,254
"The Lost Symbol (Robert Langdon, #3)",Dan Brown,3.71,509091,26959,"WHAT IS LOST...WILL BE FOUNDIn this stunning follow-up to the global phenomenon The Da Vinci Code, Dan Brown demonstrates once again why he is the world's most popular thriller writer. The Lost Symbol is a masterstroke of storytelling - a deadly race through a real-world labyrinth of codes, secrets, and unseen truths...all under the watchful eye of Brown's most terrifying ",9780385504225,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070883l/6411961.jpg,509
Dark Places (Hardcover),Gillian Flynn,3.94,558835,35041,"From The #1 New York Times Bestselling Author Of Gone GirlLibby Day was seven when her mother and two sisters were murdered in “The Satan Sacrifice"" of Kinnakee, Kansas. She survived—and famously testified that her fifteen-year-old brother, Ben, was the killer. Twenty-five years later, the Kill Club—a secret secret society obsessed with notorious crimes—locates Libby and p",9780307341563,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354988288l/5886881.jpg,349
"Inferno (Robert Langdon, #4)",Dan Brown,3.85,457062,36860,"Harvard professor of symbology Robert Langdon awakens in an Italian hospital, disoriented and with no recollection of the past thirty-six hours, including the origin of the macabre object hidden in his belongings. With a relentless female assassin trailing them through Florence, he and his resourceful doctor, Sienna Brooks, are forced to flee. Embarking on a harrowing jour",9780385537858,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070896l/17212231.jpg,463
The Woman in the Window (Kindle Edition),A.J. Finn,3.94,415213,39745,"Anna Fox lives alone, a recluse in her New York City home, unable to venture outside. She spends her day drinking wine (maybe too much), watching old movies, recalling happier times . . . and spying on her neighbors.Then the Russells move into the house across the way: a father, a mother and their teenage son. The perfect family. But when Anna, gazing out her window one ni",null,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528225499l/40389527._SY475_.jpg,455
The Silent Patient (Hardcover),Alex Michaelides,4.09,417499,43545,"Alicia Berenson’s life is seemingly perfect. A famous painter married to an in-demand fashion photographer, she lives in a grand house with big windows overlooking a park in one of London’s most desirable areas. One evening her husband Gabriel returns home late from a fashion shoot, and Alicia shoots him five times in the face, and then never speaks another word.Alicia’s r",9781250301697,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582759969l/40097951._SX318_.jpg,325
Deception Point (Mass Market Paperback),Dan Brown,3.72,581522,9332,"A shocking scientific discovery. A conspiracy of staggering brilliance. A thriller unlike any you've ever read....When a NASA satellite discovers an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory—a victory with profound implications for NASA policy and the impending presidential election. To verify the ",9780671027384,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551277487l/976._SY475_.jpg,556
Digital Fortress (Paperback),Dan Brown,3.66,550807,9212,"When the National Security Agency's invincible code-breaking machine encounters a mysterious code it cannot break, the agency calls its head cryptographer, Susan Fletcher, a brilliant and beautiful mathematician. What she uncovers sends shock waves through the corridors of power. The NSA is being held hostage... not by guns or bombs, but by a code so ingeniously complex th",null,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360095966l/11125.jpg,510
"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.20,451721,5648,Hannibal Lecter. The ultimate villain of modern fiction. Read the five-million-copy bestseller that scared the world silent. The Silence of the Lambs. A young FBI trainee. An evil genius locked away for unspeakable crimes. A plunge into the darkest chambers of a psychopath's mind--in the deadly search for a serial killer. - back cover,9780099446781,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565096163l/23807._SY475_.jpg,421
Before I Go to Sleep (Hardcover),S.J. Watson,3.89,281557,21966,"Christine wakes up every morning in an unfamiliar bed with an unfamiliar man. She looks in the mirror and sees an unfamiliar, middle-aged face. And every morning, the man she has woken up with must explain that he is Ben, he is her husband, she is forty-seven years old, and a terrible accident two decades earlier decimated her ability to form new memories.Every day, Christ",9780062060556,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358353512l/9736930.jpg,359
Dark Matter (Hardcover),Blake Crouch,4.10,241467,30333,"Jason Dessen is walking home through the chilly Chicago streets one night, looking forward to a quiet evening in front of the fireplace with his wife, Daniela, and their son, Charlie—when his reality shatters.- - -'Are you happy in your life?'Those are the last words Jason Dessen hears before the masked abductor knocks him unconscious. Before he awakes to find himself stra",9781101904220,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472119680l/27833670._SY475_.jpg,342
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.02,389998,4631,"Alternate cover for this ISBN can be found hereWho is Jason Bourne? Is he an assassin, a terrorist, a thief? Why has he got four million dollars in a Swiss bank account? Why has someone tried to murder him?...Jason Bourne does not know the answer to any of these questions. Suffering from amnesia, he does not even know that he is Jason Bourne. What manner of man is he? What",9780752864327,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335860740l/7869.jpg,566
"Killing Floor (Jack Reacher, #1)",Lee Child,4.05,240530,10471,"Ex-military policeman Jack Reacher is a drifter. He's just passing through Margrave, Georgia, and in less than an hour, he's arrested for murder. Not much of a welcome. All Jack knows is that he didn't kill anybody. At least not here. Not lately. But he doesn't stand a chance of convincing anyone. not in Margrave, Georgia. Not a chance in hell.",9780515141429,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399313258l/78129.jpg,424
The Woman in Cabin 10 (Hardcover),Ruth Ware,3.70,350088,28172,"Lo Blacklock, a journalist who writes for a travel magazine, has just been given the assignment of a lifetime: a week on a luxury cruise with only a handful of cabins. The sky is clear, the waters calm, and the veneered, select guests jovial as the exclusive cruise ship, the Aurora, begins her voyage in the picturesque North Sea. At first, Lo's stay is nothing but pleasant",9781501132933,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465878007l/28187230._SY475_.jpg,341
"You (You, #1)",Caroline Kepnes,3.90,140816,18374,"When a beautiful aspiring writer strides into the East Village bookstore where Joe Goldberg works, he does what anyone would do: he Googles the name on her credit card.There is only one Guinevere Beck in New York City. She has a public Facebook account and Tweets incessantly, telling Joe everything he needs to know: she is simply Beck to her friends, she went to Brown Univ",9781501195433,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549463282l/36430011._SY475_.jpg,422
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.03,265147,4814,"A second family has been massacred by the terrifying serial killer the press has christened ""The Tooth Fairy."" Special Agent Jack Crawford turns to the one man who can help restart a failed investigation: Will Graham. Graham is the greatest profiler the FBI ever had, but the physical and mental scars of capturing Hannibal Lecter have caused Graham to go into early retireme",null,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593241110l/28877.jpg,348
"Jurassic Park (Jurassic Park, #1)",Michael Crichton,4.03,787592,12026,"An astonishing technique for recovering and cloning dinosaur DNA has been discovered. Now humankind’s most thrilling fantasies have come true. Creatures extinct for eons roam Jurassic Park with their awesome presence and profound mystery, and all the world can visit them—for a price. Until something goes wrong. . . . In Jurassic Park, Michael Crichton taps all his mesmeriz",null,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529604411l/40604658._SY475_.jpg,466
The Shining (Paperback),Stephen King,4.23,1092836,23614,"Jack Torrance's new job at the Overlook Hotel is the perfect chance for a fresh start. As the off-season caretaker at the atmospheric old hotel, he'll have plenty of time to spend reconnecting with his family and working on his writing. But as the harsh winter weather sets in, the idyllic location feels ever more remote...and more sinister. And the only one to notice the s",9780450040184,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353277730l/11588.jpg,659
And Then There Were None (Paperback),Agatha Christie,4.26,780033,31408,"First, there were ten—a curious assortment of strangers summoned as weekend guests to a little private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal—and a secret that will seal their fate. For each has been marked for murder.",9780312330873,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391120695l/16299.jpg,264
Behind Closed Doors (Hardcover),B.A. Paris,3.95,283034,25418,"Everyone knows a couple like Jack and Grace. He has looks and wealth, she has charm and elegance. You might not want to like them, but you do.You’d like to get to know Grace better.But it’s difficult, because you realise Jack and Grace are never apart.Some might call this true love. Others might ask why Grace never answers the phone. Or how she can never meet for coffee, e",9781250121004,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458854462l/29437949.jpg,293
"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,3.97,228488,16414,"#1 New York Times bestseller! In a high-suspense race against time, three of the most unlikely heroes Stephen King has ever created try to stop a lone killer from blowing up thousands. “Mr. Mercedes is a rich, resonant, exceptionally readable accomplishment by a man who can write in whatever genre he chooses” (The Washington Post).In the frigid pre-dawn hours, in a distres",9781476754451,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468705326l/18775247._SY475_.jpg,437
Into the Water (Hardcover),Paula Hawkins,3.57,265342,23013,"The author of the #1 New York Times bestseller and global phenomenon The Girl on the Train returns with Into the Water, her addictive new novel of psychological suspense.A single mother turns up dead at the bottom of the river that runs through town. Earlier in the summer, a vulnerable teenage girl met the same fate. They are not the first women lost to these dark waters, ",9780735211209,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494055413l/33151805._SY475_.jpg,386
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,4.07,330179,3008,"Here is the runaway bestseller that launched Tom Clancy's phenomenal career. A military thriller so gripping in its action and so convincing in its accuracy that the author was rumored to have been debriefed by the White House. Its theme: the greatest espionage coup in history. Its story: the chase for a top secret Russian missile sub. Lauded by the Washington Post as ""bre",9780425172902,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281995542l/19691.jpg,432
"Origin (Robert Langdon, #5)",Dan Brown,3.86,244881,23492,"Robert Langdon, Harvard professor of symbology and religious iconology, arrives at the ultramodern Guggenheim Museum Bilbao to attend a major announcement—the unveiling of a discovery that “will change the face of science forever.” The evening’s host is Edmond Kirsch, a forty-year-old billionaire and futurist whose dazzling high-tech inventions and audacious predictions ha",9780385514231,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576370917l/32283133.jpg,461
Misery (Paperback),Stephen King,4.17,481294,11470,"Alternate cover editions here and here.Paul Sheldon. He's a bestselling novelist who has finally met his biggest fan. Her name is Annie Wilkes and she is more than a rabid reader - she is Paul's nurse, tending his shattered body after an automobile accident. But she is also his captor, keeping him prisoner in her isolated house.",9780450417399,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220401l/10614.jpg,370
Shutter Island (Mass Market Paperback),Dennis Lehane,4.09,156218,8227,"The year is 1954. U.S. Marshal Teddy Daniels and his new partner, Chuck Aule, have come to Shutter Island, home of Ashecliffe Hospital for the Criminally Insane, to investigate the disappearance of a patient. Multiple murderess Rachel Solando is loose somewhere on this remote and barren island, despite having been kept in a locked cell under constant surveillance. As a kil",9780380731862,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329269081l/21686.jpg,369
Pretty Girls (Paperback),Karin Slaughter,3.99,166144,15776,"Twenty years ago Claire Scott's eldest sister, Julia, went missing. No one knew where she went - no note, no body. It was a mystery that was never solved and it tore her family apart.Now another girl has disappeared, with chilling echoes of the past. And it seems that she might not be the only one.Claire is convinced Julia's disappearance is linked.But when she begins to l",9780062430878,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432205734l/25574782._SY475_.jpg,688
The Couple Next Door (Hardcover),Shari Lapena,3.78,312427,24099,"It all started at a dinner party. . .A domestic suspense debut about a young couple and their apparently friendly neighbors--a twisty, rollercoaster ride of lies, betrayal, and the secrets between husbands and wives. . .Anne and Marco Conti seem to have it all--a loving relationship, a wonderful home, and their beautiful baby, Cora. But one night when they are at a dinner ",9780735221086,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471502242l/28815474._SY475_.jpg,308
"In a Dark, Dark Wood (Paperback)",Ruth Ware,3.70,210328,18115,"In a dark, dark woodNora hasn't seen Clare for ten years. Not since Nora walked out of school one day and never went back. There was a dark, dark houseUntil, out of the blue, an invitation to Clare’s hen do arrives. Is this a chance for Nora to finally put her past behind her?And in the dark, dark house there was a dark, dark roomBut something goes wrong. Very wrong.And in",9781501112331,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523543089l/27834600._SY475_.jpg,308
"In the Woods (Dublin Murder Squad, #1)",Tana French,3.77,293328,21188,"A gorgeously written novel that marks the debut of an astonishing new voice in psychological suspense.As dusk approaches a small Dublin suburb in the summer of 1984, mothers begin to call their children home. But on this warm evening, three children do not return from the dark and silent woods. When the police arrive, they find only one of the children. He is gripping a tr",null,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562761513l/2459785._SY475_.jpg,431
The Wife Between Us (Hardcover),Greer Hendricks,3.84,207162,20996,"When you read this book, you will make many assumptions.You will assume you are reading about a jealous ex-wife.You will assume she is obsessed with her replacement – a beautiful, younger woman who is about to marry the man they both love. You will assume you know the anatomy of this tangled love triangle.Assume nothing. Twisted and deliciously chilling, Greer Hendricks an",9781250130921,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496862122l/34189556.jpg,352
Final Girls (Hardcover),Riley Sager,3.82,69303,9657,"Ten years ago, college student Quincy Carpenter went on vacation with five friends and came back alone, the only survivor of a horror movie–scale massacre. In an instant, she became a member of a club no one wants to belong to—a group of similar survivors known in the press as the Final Girls. Lisa, who lost nine sorority sisters to a college dropout's knife; Sam, who went",9781101985366,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496658340l/32796253.jpg,342
"A Time to Kill (Jake Brigance, #1)",John Grisham,4.07,693095,5197,"Librarian's Note: Alternate-cover edition for ISBN 0385338600 / 9780385338608Before The Firm and The Pelican Brief made him a superstar, John Grisham wrote this riveting story of retribution and justice. In this searing courtroom drama, best-selling author John Grisham probes the savage depths of racial violence...as he delivers a compelling tale of uncertain justice in a ",null,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554303029l/32542.jpg,515
It (Paperback),Stephen King,4.24,775268,24546,"Welcome to Derry, Maine ...It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real ...They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But none of them can withstand the force that has drawn them back ",9780450411434,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334416842l/830502.jpg,1116
Lock Every Door (ebook),Riley Sager,3.93,59025,9251,"No visitors. No nights spent away from the apartment. No disturbing the other residents, all of whom are rich or famous or both. These are the only rules for Jules Larsen's new job as an apartment sitter at the Bartholomew, one of Manhattan's most high-profile and mysterious buildings. Recently heartbroken and just plain broke, Jules is taken in by the splendor of her surr",9781524745158,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540938359l/41837243._SY475_.jpg,381
The Turn of the Key (Hardcover),Ruth Ware,3.94,105670,14042,"When she stumbles across the ad, she’s looking for something else completely. But it seems like too good an opportunity to miss—a live-in nannying post, with a staggeringly generous salary. And when Rowan Caine arrives at Heatherbrae House, she is smitten—by the luxurious “smart” home fitted out with all modern conveniences, by the beautiful Scottish Highlands, and by this",9781501188770,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548204800l/42080142.jpg,337
The Elephant Tree (Paperback),R.D. Ronald,4.14,57926,233,"Mark Fallon is an overworked detective investigating a spate of attacks at a string of high profile city centre nightclubs. Scott is a dejected 24 year old struggling to make ends meet working for his brother and supplementing his income with a small-scale drug dealing operation. Angela is an attractive 23 year old, raised by her father, a career criminal and small time dr",9781848764569,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327248026l/9293020.jpg,252
The Zombie Room (Kindle Edition),R.D. Ronald,4.16,59944,185,"An unlikely bond is forged between three men from very different backgrounds when they serve time together in prison. A series of wrong turns and disastrous life choices has led to their incarceration. Following their release, Mangle, Decker and Tazeem stick together as they return to a life of crime, embarking on a lucrative scam. But when they stumble upon a sophisticate",null,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460547041l/29908754._SY475_.jpg,241
